,,count,count,count
613,1,2,1,1
614,0,49,21,15
614,1,0,0,0
615,0,24,15,6
615,1,25,6,9
616,0,24,16,4
616,1,25,5,11
617,0,49,21,15
617,1,0,0,0
618,0,43,19,14
618,1,6,2,1
619,0,49,21,15
619,1,0,0,0
620,0,49,21,15
620,1,0,0,0
621,0,29,18,7
621,1,20,3,8
622,0,31,18,6
622,1,18,3,9
623,0,42,18,15
623,1,7,3,0
624,0,48,21,15
624,1,1,0,0
625,0,48,21,15
625,1,1,0,0
626,0,48,21,13
626,1,1,0,2
627,0,49,21,15
627,1,0,0,0
628,0,48,21,15
628,1,1,0,0
629,0,49,21,15
629,1,0,0,0
630,0,49,21,15
630,1,0,0,0
631,0,34,18,9
631,1,15,3,6
632,0,49,21,15
632,1,0,0,0
633,0,44,19,11
633,1,5,2,4
634,0,47,19,15
634,1,2,2,0
635,0,32,17,13
635,1,17,4,2
636,0,28,12,9
636,1,21,9,6
637,0,37,17,11
637,1,12,4,4
638,0,17,11,4
638,1,32,10,11
639,0,49,21,15
639,1,0,0,0
640,0,49,21,15
640,1,0,0,0
641,0,49,21,15
641,1,0,0,0
642,0,24,12,5
642,1,25,9,10
643,0,49,21,15
643,1,0,0,0
644,0,48,21,15
644,1,1,0,0
645,0,49,20,15
645,1,0,1,0
646,0,49,21,15
646,1,0,0,0
647,0,47,20,15
647,1,2,1,0
648,0,49,21,15
648,1,0,0,0
649,0,47,18,14
649,1,2,3,1
650,0,43,21,14
650,1,6,0,1
651,0,48,20,15
651,1,1,1,0
652,0,49,21,15
652,1,0,0,0
653,0,48,21,15
653,1,1,0,0
654,0,49,21,15
654,1,0,0,0
655,0,5,4,3
655,1,44,17,12
656,0,49,21,15
656,1,0,0,0
657,0,10,6,3
657,1,39,15,12
658,0,42,21,14
658,1,7,0,1
659,0,26,18,7
659,1,23,3,8
660,0,45,20,14
660,1,4,1,1
661,0,49,20,15
661,1,0,1,0
662,0,43,20,9
662,1,6,1,6
663,0,23,12,3
663,1,26,9,12
664,0,34,18,7
664,1,15,3,8
665,0,49,21,15
665,1,0,0,0
666,0,18,11,4
666,1,31,10,11
667,0,46,20,14
667,1,3,1,1
668,0,30,12,9
668,1,19,9,6
669,0,49,21,15
669,1,0,0,0
670,0,49,21,15
670,1,0,0,0
671,0,42,19,15
671,1,7,2,0
672,0,16,10,5
672,1,33,11,10
673,0,16,13,5
673,1,33,8,10
674,0,49,21,15
674,1,0,0,0
675,0,49,21,15
675,1,0,0,0
676,0,47,20,14
676,1,2,1,1
677,0,48,21,15
677,1,1,0,0
678,0,48,20,15
678,1,1,1,0
679,0,49,21,15
679,1,0,0,0
680,0,21,13,5
680,1,28,8,10
681,0,19,14,7
681,1,30,7,8
682,0,49,21,15
682,1,0,0,0
683,0,49,21,15
683,1,0,0,0
684,0,49,21,15
684,1,0,0,0
685,0,49,21,15
685,1,0,0,0
686,0,48,21,15
686,1,1,0,0
687,0,49,21,15
687,1,0,0,0
688,0,46,20,15
688,1,3,1,0
689,0,49,21,15
689,1,0,0,0
690,0,0,0,1
690,1,49,21,14
691,0,48,20,12
691,1,1,1,3
692,0,42,20,13
692,1,7,1,2
693,0,48,21,15
693,1,1,0,0
694,0,22,12,6
694,1,27,9,9
695,0,48,21,15
695,1,1,0,0
696,0,44,21,12
696,1,5,0,3
697,0,49,21,15
697,1,0,0,0
698,0,49,21,15
698,1,0,0,0
699,0,26,16,7
699,1,23,5,8
700,0,16,12,4
700,1,33,9,11
701,0,42,19,14
701,1,7,2,1
702,0,7,2,2
702,1,42,19,13
703,0,41,18,12
703,1,8,3,3
704,0,44,18,13
704,1,5,3,2
705,0,20,15,6
705,1,29,6,9
706,0,48,20,15
706,1,1,1,0
707,0,49,21,15
707,1,0,0,0
708,0,34,15,12
708,1,15,6,3
709,0,49,21,15
709,1,0,0,0
710,0,14,8,3
710,1,35,13,12
711,0,48,21,15
711,1,1,0,0
712,0,30,17,7
712,1,19,4,8
713,0,30,16,9
713,1,19,5,6
714,0,28,13,10
714,1,21,8,5
715,0,49,21,15
715,1,0,0,0
716,0,34,18,9
716,1,15,3,6
717,0,49,21,15
717,1,0,0,0
718,0,49,21,15
718,1,0,0,0
719,0,49,21,15
719,1,0,0,0
720,0,25,17,7
720,1,24,4,8
721,0,41,20,10
721,1,8,1,5
722,0,45,19,15
722,1,4,2,0
723,0,21,11,7
723,1,28,10,8
724,0,43,21,13
724,1,6,0,2
725,0,49,21,15
725,1,0,0,0
726,0,49,21,15
726,1,0,0,0
727,0,48,21,15
727,1,1,0,0
728,0,47,21,14
728,1,2,0,1
729,0,22,9,8
729,1,27,12,7
730,0,49,21,15
730,1,0,0,0
731,0,45,21,14
731,1,4,0,1
732,0,30,18,6
732,1,19,3,9
733,0,42,19,13
733,1,7,2,2
734,0,42,19,14
734,1,7,2,1
735,0,49,21,15
735,1,0,0,0
736,0,46,21,11
736,1,3,0,4
737,0,47,21,15
737,1,2,0,0
738,0,38,19,11
738,1,11,2,4
739,0,14,9,3
739,1,35,12,12
740,0,40,19,10
740,1,9,2,5
741,0,17,10,3
741,1,32,11,12
742,0,49,21,15
742,1,0,0,0
743,0,34,17,8
743,1,15,4,7
744,0,49,21,15
744,1,0,0,0
745,0,49,21,15
745,1,0,0,0
746,0,49,21,15
746,1,0,0,0
747,0,48,21,15
747,1,1,0,0
748,0,41,18,11
748,1,8,3,4
749,0,13,12,2
749,1,36,9,13
750,0,33,18,10
750,1,16,3,5
751,0,46,21,15
751,1,3,0,0
752,0,15,11,3
752,1,34,10,12
753,0,46,20,15
753,1,3,1,0
754,0,38,18,10
754,1,11,3,5
755,0,49,21,15
755,1,0,0,0
756,0,47,21,15
756,1,2,0,0
757,0,47,21,15
757,1,2,0,0
758,0,49,21,15
758,1,0,0,0
759,0,22,15,4
759,1,27,6,11
760,0,49,21,15
760,1,0,0,0
761,0,49,21,15
761,1,0,0,0
762,0,49,21,15
762,1,0,0,0
763,0,49,21,15
763,1,0,0,0
764,0,38,20,13
764,1,11,1,2
765,0,49,21,15
765,1,0,0,0
766,0,48,21,15
766,1,1,0,0
767,0,49,21,15
767,1,0,0,0
768,0,49,21,15
768,1,0,0,0
769,0,49,21,15
769,1,0,0,0
770,0,48,21,15
770,1,1,0,0
771,0,49,21,15
771,1,0,0,0
772,0,49,21,15
772,1,0,0,0
773,0,49,21,15
773,1,0,0,0
774,0,49,21,15
774,1,0,0,0
775,0,47,21,15
775,1,2,0,0
776,0,2,4,1
776,1,47,17,14
777,0,49,21,15
777,1,0,0,0
778,0,43,21,15
778,1,6,0,0
779,0,49,21,15
779,1,0,0,0
780,0,27,18,7
780,1,22,3,8
781,0,49,21,15
781,1,0,0,0
782,0,49,21,15
782,1,0,0,0
783,0,49,21,15
783,1,0,0,0
784,0,49,21,15
784,1,0,0,0
785,0,49,21,15
785,1,0,0,0
786,0,49,21,15
786,1,0,0,0
787,0,48,21,12
787,1,1,0,3
788,0,48,21,15
788,1,1,0,0
789,0,49,21,15
789,1,0,0,0
790,0,32,17,9
790,1,17,4,6
791,0,13,7,4
791,1,36,14,11
792,0,49,21,15
792,1,0,0,0
793,0,42,21,12
793,1,7,0,3
794,0,48,21,15
794,1,1,0,0
795,0,49,21,15
795,1,0,0,0
796,0,49,21,15
796,1,0,0,0
797,0,46,21,13
797,1,3,0,2
798,0,32,17,6
798,1,17,4,9
799,0,45,21,14
799,1,4,0,1
800,0,30,15,8
800,1,19,6,7
801,0,48,20,15
801,1,1,1,0
802,0,49,21,15
802,1,0,0,0
803,0,49,21,15
803,1,0,0,0
804,0,26,17,8
804,1,23,4,7
805,0,49,21,15
805,1,0,0,0
806,0,49,21,15
806,1,0,0,0
807,0,49,21,15
807,1,0,0,0
808,0,45,20,14
808,1,4,1,1
809,0,47,20,15
809,1,2,1,0
810,0,49,21,15
810,1,0,0,0
811,0,49,21,15
811,1,0,0,0
812,0,49,21,15
812,1,0,0,0
813,0,49,21,15
813,1,0,0,0
814,0,49,21,15
814,1,0,0,0
815,0,48,20,15
815,1,1,1,0
816,0,49,21,15
816,1,0,0,0
817,0,32,16,4
817,1,17,5,11
818,0,49,21,15
818,1,0,0,0
819,0,49,21,15
819,1,0,0,0
820,0,24,16,6
820,1,25,5,9
821,0,49,21,15
821,1,0,0,0
822,0,44,18,13
822,1,5,3,2
823,0,49,21,15
823,1,0,0,0
824,0,49,21,15
824,1,0,0,0
825,0,15,10,2
825,1,34,11,13
826,0,49,21,15
826,1,0,0,0
827,0,10,6,2
827,1,39,15,13
828,0,12,9,0
828,1,37,12,15
829,0,31,18,8
829,1,18,3,7
830,0,25,15,4
830,1,24,6,11
831,0,49,21,15
831,1,0,0,0
832,0,49,21,15
832,1,0,0,0
833,0,48,21,14
833,1,1,0,1
834,0,49,21,15
834,1,0,0,0
835,0,36,18,11
835,1,13,3,4
836,0,47,20,15
836,1,2,1,0
837,0,49,21,15
837,1,0,0,0
838,0,34,17,12
838,1,15,4,3
839,0,47,21,12
839,1,2,0,3
840,0,24,11,4
840,1,25,10,11
841,0,40,20,14
841,1,9,1,1
842,0,49,21,15
842,1,0,0,0
843,0,13,8,3
843,1,36,13,12
844,0,24,12,6
844,1,25,9,9
845,0,27,16,9
845,1,22,5,6
846,0,25,13,6
846,1,24,8,9
847,0,47,18,13
847,1,2,3,2
848,0,48,21,15
848,1,1,0,0
849,0,48,21,15
849,1,1,0,0
850,0,49,21,15
850,1,0,0,0
851,0,36,19,11
851,1,13,2,4
852,0,21,11,10
852,1,28,10,5
853,0,49,21,14
853,1,0,0,1
854,0,49,21,15
854,1,0,0,0
855,0,15,8,3
855,1,34,13,12
856,0,40,18,12
856,1,9,3,3
857,0,46,21,12
857,1,3,0,3
858,0,43,20,13
858,1,6,1,2
859,0,28,16,7
859,1,21,5,8
860,0,40,19,11
860,1,9,2,4
861,0,23,12,5
861,1,26,9,10
862,0,47,21,15
862,1,2,0,0
863,0,49,21,15
863,1,0,0,0
864,0,48,21,15
864,1,1,0,0
865,0,48,20,15
865,1,1,1,0
866,0,36,19,7
866,1,13,2,8
867,0,48,21,13
867,1,1,0,2
868,0,49,21,15
868,1,0,0,0
869,0,49,20,15
869,1,0,1,0
870,0,26,17,7
870,1,23,4,8
871,0,48,21,11
871,1,1,0,4
872,0,42,19,13
872,1,7,2,2
873,0,28,18,11
873,1,21,3,4
874,0,42,19,12
874,1,7,2,3
875,0,48,21,15
875,1,1,0,0
876,0,48,21,15
876,1,1,0,0
877,0,48,18,15
877,1,1,3,0
878,0,15,10,4
878,1,34,11,11
879,0,47,21,15
879,1,2,0,0
880,0,28,15,5
880,1,21,6,10
881,0,11,4,2
881,1,38,17,13
882,0,18,12,5
882,1,31,9,10
883,0,18,8,2
883,1,31,13,13
884,0,44,21,13
884,1,5,0,2
885,0,49,20,15
885,1,0,1,0
886,0,48,21,14
886,1,1,0,1
887,0,43,18,14
887,1,6,3,1
888,0,45,20,13
888,1,4,1,2
889,0,29,17,9
889,1,20,4,6
890,0,23,15,6
890,1,26,6,9
891,0,42,20,15
891,1,7,1,0
892,0,19,7,7
892,1,30,14,8
893,0,49,21,15
893,1,0,0,0
894,0,49,21,15
894,1,0,0,0
895,0,46,20,15
895,1,3,1,0
896,0,12,6,2
896,1,37,15,13
897,0,40,20,10
897,1,9,1,5
898,0,33,17,10
898,1,16,4,5
899,0,47,21,15
899,1,2,0,0
900,0,15,7,0
900,1,34,14,15
901,0,49,21,15
901,1,0,0,0
902,0,46,19,15
902,1,3,2,0
903,0,48,20,14
903,1,1,1,1
904,0,49,21,15
904,1,0,0,0
905,0,16,14,3
905,1,33,7,12
906,0,44,21,15
906,1,5,0,0
907,0,29,9,9
907,1,20,12,6
908,0,49,20,14
908,1,0,1,1
909,0,42,20,12
909,1,7,1,3
910,0,46,20,15
910,1,3,1,0
911,0,49,21,15
911,1,0,0,0
912,0,14,11,5
912,1,35,10,10
913,0,21,9,9
913,1,28,12,6
914,0,25,13,8
914,1,24,8,7
915,0,49,21,15
915,1,0,0,0
916,0,49,21,15
916,1,0,0,0
917,0,47,21,14
917,1,2,0,1
918,0,44,21,11
918,1,5,0,4
919,0,49,21,15
919,1,0,0,0
920,0,43,19,13
920,1,6,2,2
921,0,0,0,1
921,1,49,21,14
922,0,44,21,10
922,1,5,0,5
923,0,40,18,8
923,1,9,3,7
924,0,27,17,5
924,1,22,4,10
925,0,9,5,5
925,1,40,16,10
926,0,17,9,11
926,1,32,12,4
927,0,47,21,14
927,1,2,0,1
928,0,49,21,15
928,1,0,0,0
929,0,46,21,15
929,1,3,0,0
930,0,47,21,15
930,1,2,0,0
931,0,39,20,11
931,1,10,1,4
932,0,49,21,15
932,1,0,0,0
933,0,26,17,9
933,1,23,4,6
934,0,8,6,3
934,1,41,15,12
935,0,40,21,13
935,1,9,0,2
936,0,44,20,10
936,1,5,1,5
937,0,25,12,8
937,1,24,9,7
938,0,17,9,4
938,1,32,12,11
939,0,24,17,5
939,1,25,4,10
940,0,45,18,13
940,1,4,3,2
941,0,48,20,15
941,1,1,1,0
942,0,35,16,10
942,1,14,5,5
943,0,21,14,5
943,1,28,7,10
944,0,49,21,15
944,1,0,0,0
945,0,37,19,13
945,1,12,2,2
946,0,43,19,10
946,1,6,2,5
947,0,49,21,15
947,1,0,0,0
948,0,48,21,15
948,1,1,0,0
949,0,43,18,13
949,1,6,3,2
950,0,40,18,11
950,1,9,3,4
951,0,45,19,12
951,1,4,2,3
952,0,43,19,12
952,1,6,2,3
953,0,11,5,1
953,1,38,16,14
954,0,24,17,5
954,1,25,4,10
955,0,41,19,13
955,1,8,2,2
956,0,49,21,15
956,1,0,0,0
957,0,42,18,12
957,1,7,3,3
958,0,34,18,11
958,1,15,3,4
959,0,43,19,12
959,1,6,2,3
960,0,29,11,6
960,1,20,10,9
961,0,24,11,10
961,1,25,10,5
962,0,49,21,15
962,1,0,0,0
963,0,48,21,15
963,1,1,0,0
964,0,13,13,2
964,1,36,8,13
965,0,47,20,15
965,1,2,1,0
966,0,45,21,12
966,1,4,0,3
967,0,49,21,15
967,1,0,0,0
968,0,18,12,4
968,1,31,9,11
969,0,47,21,15
969,1,2,0,0
970,0,48,21,15
970,1,1,0,0
971,0,46,21,13
971,1,3,0,2
972,0,34,15,10
972,1,15,6,5
973,0,21,11,4
973,1,28,10,11
974,0,38,21,9
974,1,11,0,6
975,0,49,19,15
975,1,0,2,0
976,0,48,21,15
976,1,1,0,0
977,0,48,21,14
977,1,1,0,1
978,0,18,10,9
978,1,31,11,6
979,0,26,18,10
979,1,23,3,5
980,0,41,20,9
980,1,8,1,6
981,0,43,19,12
981,1,6,2,3
982,0,47,18,14
982,1,2,3,1
983,0,44,19,13
983,1,5,2,2
984,0,9,2,2
984,1,40,19,13
985,0,49,21,15
985,1,0,0,0
986,0,43,19,10
986,1,6,2,5
987,0,49,21,15
987,1,0,0,0
988,0,26,13,7
988,1,23,8,8
989,0,31,17,10
989,1,18,4,5
990,0,48,21,13
990,1,1,0,2
991,0,49,21,15
991,1,0,0,0
992,0,49,21,15
992,1,0,0,0
993,0,49,21,15
993,1,0,0,0
994,0,47,20,15
994,1,2,1,0
995,0,48,21,14
995,1,1,0,1
996,0,49,21,15
996,1,0,0,0
997,0,45,18,14
997,1,4,3,1
998,0,18,13,7
998,1,31,8,8
999,0,30,17,7
999,1,19,4,8
1000,0,25,19,8
1000,1,24,2,7
1001,0,9,3,3
1001,1,40,18,12
1002,0,14,5,4
1002,1,35,16,11
1003,0,48,21,15
1003,1,1,0,0
1004,0,49,21,15
1004,1,0,0,0
1005,0,39,18,13
1005,1,10,3,2
1006,0,49,21,15
1006,1,0,0,0
1007,0,21,10,7
1007,1,28,11,8
1008,0,48,21,15
1008,1,1,0,0
1009,0,22,14,9
1009,1,27,7,6
1010,0,16,13,3
1010,1,33,8,12
1011,0,49,21,15
1011,1,0,0,0
1012,0,46,20,15
1012,1,3,1,0
1013,0,49,21,15
1013,1,0,0,0
1014,0,38,19,11
1014,1,11,2,4
1015,0,42,20,13
1015,1,7,1,2
1016,0,40,19,13
1016,1,9,2,2
1017,0,9,6,7
1017,1,40,15,8
1018,0,49,21,15
1018,1,0,0,0
1019,0,48,21,15
1019,1,1,0,0
1020,0,49,21,15
1020,1,0,0,0
1021,0,27,17,6
1021,1,22,4,9
1022,0,10,6,1
1022,1,39,15,14
1023,0,49,21,15
1023,1,0,0,0
1024,0,20,15,4
1024,1,29,6,11
1025,0,49,21,15
1025,1,0,0,0
1026,0,49,21,15
1026,1,0,0,0
1027,0,45,20,13
1027,1,4,1,2
1028,0,46,21,10
1028,1,3,0,5
1029,0,49,21,15
1029,1,0,0,0
1030,0,21,13,3
1030,1,28,8,12
1031,0,32,16,7
1031,1,17,5,8
1032,0,16,10,2
1032,1,33,11,13
1033,0,49,21,15
1033,1,0,0,0
1034,0,47,20,15
1034,1,2,1,0
1035,0,47,20,11
1035,1,2,1,4
1036,0,23,15,6
1036,1,26,6,9
1037,0,7,4,2
1037,1,42,17,13
1038,0,9,5,3
1038,1,40,16,12
1039,0,15,7,3
1039,1,34,14,12
1040,0,23,16,5
1040,1,26,5,10
1041,0,48,21,15
1041,1,1,0,0
1042,0,41,19,12
1042,1,8,2,3
1043,0,47,21,14
1043,1,2,0,1
1044,0,42,20,14
1044,1,7,1,1
1045,0,49,21,15
1045,1,0,0,0
1046,0,48,21,15
1046,1,1,0,0
1047,0,48,21,15
1047,1,1,0,0
1048,0,34,19,11
1048,1,15,2,4
1049,0,31,18,10
1049,1,18,3,5
1050,0,9,9,4
1050,1,40,12,11
1051,0,28,13,7
1051,1,21,8,8
1052,0,39,19,11
1052,1,10,2,4
1053,0,21,15,8
1053,1,28,6,7
1054,0,37,19,12
1054,1,12,2,3
1055,0,25,13,4
1055,1,24,8,11
1056,0,21,11,5
1056,1,28,10,10
1057,0,49,21,15
1057,1,0,0,0
1058,0,30,12,7
1058,1,19,9,8
1059,0,49,21,15
1059,1,0,0,0
1060,0,48,21,15
1060,1,1,0,0
1061,0,19,13,6
1061,1,30,8,9
1062,0,26,12,11
1062,1,23,9,4
1063,0,47,20,12
1063,1,2,1,3
1064,0,45,20,15
1064,1,4,1,0
1065,0,18,7,8
1065,1,31,14,7
1066,0,49,21,15
1066,1,0,0,0
1067,0,44,20,12
1067,1,5,1,3
1068,0,35,19,11
1068,1,14,2,4
1069,0,35,19,10
1069,1,14,2,5
1070,0,26,12,7
1070,1,23,9,8
1071,0,31,18,10
1071,1,18,3,5
1072,0,29,15,9
1072,1,20,6,6
1073,0,48,21,14
1073,1,1,0,1
1074,0,28,16,4
1074,1,21,5,11
1075,0,26,17,8
1075,1,23,4,7
1076,0,42,19,12
1076,1,7,2,3
1077,0,27,15,8
1077,1,22,6,7
1078,0,49,21,15
1078,1,0,0,0
1079,0,38,18,11
1079,1,11,3,4
1080,0,36,19,13
1080,1,13,2,2
1081,0,46,20,15
1081,1,3,1,0
1082,0,48,21,15
1082,1,1,0,0
1083,0,47,21,15
1083,1,2,0,0
1084,0,49,21,15
1084,1,0,0,0
1085,0,1,0,0
1085,1,48,21,15
1086,0,34,15,12
1086,1,15,6,3
1087,0,32,18,8
1087,1,17,3,7
1088,0,49,21,15
1088,1,0,0,0
1089,0,26,16,10
1089,1,23,5,5
1090,0,48,21,12
1090,1,1,0,3
1091,0,49,21,15
1091,1,0,0,0
1092,0,22,12,5
1092,1,27,9,10
1093,0,37,18,9
1093,1,12,3,6
1094,0,25,13,3
1094,1,24,8,12
1095,0,28,17,7
1095,1,21,4,8
1096,0,34,14,7
1096,1,15,7,8
1097,0,48,21,15
1097,1,1,0,0
1098,0,39,19,9
1098,1,10,2,6
1099,0,49,21,15
1099,1,0,0,0
1100,0,26,16,8
1100,1,23,5,7
1101,0,21,16,6
1101,1,28,5,9
1102,0,32,17,12
1102,1,17,4,3
1103,0,31,18,11
1103,1,18,3,4
1104,0,49,20,15
1104,1,0,1,0
1105,0,25,16,8
1105,1,24,5,7
1106,0,29,16,9
1106,1,20,5,6
1107,0,26,17,7
1107,1,23,4,8
1108,0,31,18,8
1108,1,18,3,7
1109,0,49,21,15
1109,1,0,0,0
1110,0,49,21,15
1110,1,0,0,0
1111,0,43,19,13
1111,1,6,2,2
1112,0,33,18,9
1112,1,16,3,6
1113,0,29,19,8
1113,1,20,2,7
1114,0,24,7,3
1114,1,25,14,12
1115,0,48,21,15
1115,1,1,0,0
1116,0,7,3,2
1116,1,42,18,13
1117,0,49,21,15
1117,1,0,0,0
1118,0,34,18,9
1118,1,15,3,6
1119,0,32,18,11
1119,1,17,3,4
1120,0,8,6,2
1120,1,41,15,13
1121,0,47,21,13
1121,1,2,0,2
1122,0,33,18,11
1122,1,16,3,4
1123,0,30,17,7
1123,1,19,4,8
1124,0,42,17,14
1124,1,7,4,1
1125,0,48,21,14
1125,1,1,0,1
1126,0,33,15,8
1126,1,16,6,7
1127,0,37,17,12
1127,1,12,4,3
1128,0,46,21,12
1128,1,3,0,3
1129,0,48,21,15
1129,1,1,0,0
1130,0,38,20,11
1130,1,11,1,4
1131,0,6,2,3
1131,1,43,19,12
1132,0,16,8,4
1132,1,33,13,11
1133,0,36,18,8
1133,1,13,3,7
1134,0,42,18,14
1134,1,7,3,1
1135,0,49,21,15
1135,1,0,0,0
1136,0,13,12,3
1136,1,36,9,12
1137,0,16,5,6
1137,1,33,16,9
1138,0,16,10,4
1138,1,33,11,11
1139,0,39,18,9
1139,1,10,3,6
1140,0,48,21,15
1140,1,1,0,0
1141,0,1,1,1
1141,1,48,20,14
1142,0,46,21,10
1142,1,3,0,5
1143,0,44,18,15
1143,1,5,3,0
1144,0,43,20,11
1144,1,6,1,4
1145,0,28,16,9
1145,1,21,5,6
1146,0,39,19,14
1146,1,10,2,1
1147,0,47,21,15
1147,1,2,0,0
1148,0,45,21,10
1148,1,4,0,5
1149,0,23,15,7
1149,1,26,6,8
1150,0,48,21,15
1150,1,1,0,0
1151,0,44,19,8
1151,1,5,2,7
1152,0,46,21,13
1152,1,3,0,2
1153,0,22,11,8
1153,1,27,10,7
1154,0,30,19,10
1154,1,19,2,5
1155,0,49,21,15
1155,1,0,0,0
1156,0,43,19,12
1156,1,6,2,3
1157,0,12,12,5
1157,1,37,9,10
1158,0,20,13,4
1158,1,29,8,11
1159,0,47,21,13
1159,1,2,0,2
1160,0,48,21,15
1160,1,1,0,0
1161,0,48,21,13
1161,1,1,0,2
1162,0,35,20,7
1162,1,14,1,8
1163,0,20,11,5
1163,1,29,10,10
1164,0,44,20,10
1164,1,5,1,5
1165,0,48,21,15
1165,1,1,0,0
1166,0,45,19,13
1166,1,4,2,2
1167,0,44,18,13
1167,1,5,3,2
1168,0,10,1,5
1168,1,39,20,10
1169,0,43,20,12
1169,1,6,1,3
1170,0,41,20,10
1170,1,8,1,5
1171,0,31,17,8
1171,1,18,4,7
1172,0,47,21,13
1172,1,2,0,2
1173,0,49,21,15
1173,1,0,0,0
1174,0,20,4,2
1174,1,29,17,13
1175,0,29,18,6
1175,1,20,3,9
1176,0,10,5,2
1176,1,39,16,13
1177,0,27,19,8
1177,1,22,2,7
1178,0,44,21,15
1178,1,5,0,0
1179,0,38,18,12
1179,1,11,3,3
1180,0,25,15,3
1180,1,24,6,12
1181,0,45,21,14
1181,1,4,0,1
1182,0,24,16,7
1182,1,25,5,8
1183,0,30,18,7
1183,1,19,3,8
1184,0,36,18,8
1184,1,13,3,7
1185,0,29,17,8
1185,1,20,4,7
1186,0,40,18,7
1186,1,9,3,8
1187,0,47,19,14
1187,1,2,2,1
1188,0,29,17,10
1188,1,20,4,5
1189,0,44,21,11
1189,1,5,0,4
1190,0,49,21,15
1190,1,0,0,0
1191,0,49,21,15
1191,1,0,0,0
1192,0,24,9,7
1192,1,25,12,8
1193,0,13,7,2
1193,1,36,14,13
1194,0,11,4,3
1194,1,38,17,12
1195,0,47,19,14
1195,1,2,2,1
1196,0,49,21,15
1196,1,0,0,0
1197,0,34,17,11
1197,1,15,4,4
1198,0,34,17,13
1198,1,15,4,2
1199,0,38,20,10
1199,1,11,1,5
1200,0,49,21,15
1200,1,0,0,0
1201,0,10,7,1
1201,1,39,14,14
1202,0,49,21,15
1202,1,0,0,0
1203,0,49,21,15
1203,1,0,0,0
