,,count,count,count
1204,0,23,12,5
1204,1,26,9,10
1205,0,43,19,10
1205,1,6,2,5
1206,0,35,13,10
1206,1,14,8,5
1207,0,6,1,3
1207,1,43,20,12
1208,0,41,19,14
1208,1,8,2,1
1209,0,38,18,9
1209,1,11,3,6
1210,0,21,12,5
1210,1,28,9,10
1211,0,41,18,10
1211,1,8,3,5
1212,0,36,17,10
1212,1,13,4,5
1213,0,40,21,10
1213,1,9,0,5
1214,0,49,21,15
1214,1,0,0,0
1215,0,30,15,4
1215,1,19,6,11
1216,0,29,17,9
1216,1,20,4,6
1217,0,27,17,7
1217,1,22,4,8
1218,0,25,18,9
1218,1,24,3,6
1219,0,47,20,15
1219,1,2,1,0
1220,0,49,21,15
1220,1,0,0,0
1221,0,1,4,1
1221,1,48,17,14
1222,0,7,4,1
1222,1,42,17,14
1223,0,49,21,15
1223,1,0,0,0
1224,0,14,5,4
1224,1,35,16,11
1225,0,20,6,8
1225,1,29,15,7
1226,0,12,7,3
1226,1,37,14,12
1227,0,31,17,6
1227,1,18,4,9
1228,0,48,21,15
1228,1,1,0,0
1229,0,49,21,15
1229,1,0,0,0
1230,0,43,20,13
1230,1,6,1,2
1231,0,43,19,13
1231,1,6,2,2
1232,0,49,21,15
1232,1,0,0,0
1233,0,24,17,6
1233,1,25,4,9
1234,0,44,18,12
1234,1,5,3,3
1235,0,49,21,15
1235,1,0,0,0
1236,0,49,21,15
1236,1,0,0,0
1237,0,38,19,8
1237,1,11,2,7
1238,0,42,19,9
1238,1,7,2,6
1239,0,26,15,6
1239,1,23,6,9
1240,0,18,9,5
1240,1,31,12,10
1241,0,19,13,5
1241,1,30,8,10
1242,0,28,10,6
1242,1,21,11,9
1243,0,16,9,8
1243,1,33,12,7
1244,0,40,18,14
1244,1,9,3,1
1245,0,35,16,10
1245,1,14,5,5
1246,0,46,20,15
1246,1,3,1,0
1247,0,42,18,13
1247,1,7,3,2
1248,0,45,21,15
1248,1,4,0,0
1249,0,17,12,2
1249,1,32,9,13
1250,0,6,5,0
1250,1,43,16,15
1251,0,48,20,14
1251,1,1,1,1
1252,0,47,20,15
1252,1,2,1,0
1253,0,46,20,15
1253,1,3,1,0
1254,0,17,8,3
1254,1,32,13,12
1255,0,42,19,12
1255,1,7,2,3
1256,0,1,2,1
1256,1,48,19,14
1257,0,49,20,15
1257,1,0,1,0
1258,0,36,18,10
1258,1,13,3,5
1259,0,45,21,13
1259,1,4,0,2
1260,0,34,19,9
1260,1,15,2,6
1261,0,35,20,12
1261,1,14,1,3
1262,0,19,11,8
1262,1,30,10,7
1263,0,30,16,8
1263,1,19,5,7
1264,0,32,17,11
1264,1,17,4,4
1265,0,42,19,12
1265,1,7,2,3
1266,0,11,9,4
1266,1,38,12,11
1267,0,28,16,12
1267,1,21,5,3
1268,0,31,17,10
1268,1,18,4,5
1269,0,16,11,7
1269,1,33,10,8
1270,0,22,17,5
1270,1,27,4,10
1271,0,37,19,8
1271,1,12,2,7
1272,0,46,21,14
1272,1,3,0,1
1273,0,38,15,11
1273,1,11,6,4
1274,0,44,19,14
1274,1,5,2,1
1275,0,25,15,7
1275,1,24,6,8
1276,0,26,19,9
1276,1,23,2,6
1277,0,46,19,11
1277,1,3,2,4
1278,0,29,16,6
1278,1,20,5,9
1279,0,28,16,7
1279,1,21,5,8
1280,0,38,18,11
1280,1,11,3,4
1281,0,23,14,4
1281,1,26,7,11
1282,0,46,21,15
1282,1,3,0,0
1283,0,12,6,2
1283,1,37,15,13
1284,0,44,20,15
1284,1,5,1,0
1285,0,48,20,14
1285,1,1,1,1
1286,0,27,18,7
1286,1,22,3,8
1287,0,24,15,7
1287,1,25,6,8
1288,0,33,13,10
1288,1,16,8,5
1289,0,49,20,15
1289,1,0,1,0
1290,0,21,16,7
1290,1,28,5,8
1291,0,25,9,2
1291,1,24,12,13
1292,0,43,18,13
1292,1,6,3,2
1293,0,29,11,7
1293,1,20,10,8
1294,0,30,16,6
1294,1,19,5,9
1295,0,16,10,3
1295,1,33,11,12
1296,0,40,21,12
1296,1,9,0,3
1297,0,9,3,1
1297,1,40,18,14
1298,0,33,18,9
1298,1,16,3,6
1299,0,12,5,1
1299,1,37,16,14
1300,0,43,21,11
1300,1,6,0,4
1301,0,29,17,8
1301,1,20,4,7
1302,0,34,18,8
1302,1,15,3,7
1303,0,11,4,0
1303,1,38,17,15
1304,0,2,3,3
1304,1,47,18,12
1305,0,17,8,5
1305,1,32,13,10
1306,0,33,11,14
1306,1,16,10,1
1307,0,23,13,5
1307,1,26,8,10
1308,0,39,21,12
1308,1,10,0,3
1309,0,14,10,4
1309,1,35,11,11
1310,0,48,20,15
1310,1,1,1,0
1311,0,29,11,8
1311,1,20,10,7
1312,0,43,19,12
1312,1,6,2,3
1313,0,49,21,15
1313,1,0,0,0
1314,0,44,19,14
1314,1,5,2,1
1315,0,49,21,14
1315,1,0,0,1
1316,0,47,20,15
1316,1,2,1,0
1317,0,42,18,11
1317,1,7,3,4
1318,0,44,21,10
1318,1,5,0,5
1319,0,45,21,15
1319,1,4,0,0
1320,0,48,21,15
1320,1,1,0,0
1321,0,20,13,5
1321,1,29,8,10
1322,0,33,18,8
1322,1,16,3,7
1323,0,18,14,5
1323,1,31,7,10
1324,0,41,17,11
1324,1,8,4,4
1325,0,41,20,15
1325,1,8,1,0
1326,0,39,16,13
1326,1,10,5,2
1327,0,20,12,7
1327,1,29,9,8
1328,0,45,21,14
1328,1,4,0,1
1329,0,37,18,13
1329,1,12,3,2
1330,0,44,21,11
1330,1,5,0,4
1331,0,36,18,9
1331,1,13,3,6
1332,0,43,21,9
1332,1,6,0,6
1333,0,15,5,2
1333,1,34,16,13
1334,0,46,20,13
1334,1,3,1,2
1335,0,40,18,9
1335,1,9,3,6
1336,0,25,15,7
1336,1,24,6,8
1337,0,21,16,5
1337,1,28,5,10
1338,0,1,0,0
1338,1,48,21,15
1339,0,3,1,0
1339,1,46,20,15
1340,0,39,17,7
1340,1,10,4,8
1341,0,26,17,5
1341,1,23,4,10
1342,0,24,19,8
1342,1,25,2,7
1343,0,43,20,14
1343,1,6,1,1
1344,0,38,18,9
1344,1,11,3,6
1345,0,12,6,1
1345,1,37,15,14
1346,0,35,18,8
1346,1,14,3,7
1347,0,45,21,14
1347,1,4,0,1
1348,0,4,1,1
1348,1,45,20,14
1349,0,29,19,7
1349,1,20,2,8
1350,0,47,20,15
1350,1,2,1,0
1351,0,12,7,4
1351,1,37,14,11
1352,0,17,10,4
1352,1,32,11,11
1353,0,29,9,6
1353,1,20,12,9
1354,0,29,19,8
1354,1,20,2,7
1355,0,33,19,12
1355,1,16,2,3
1356,0,1,1,1
1356,1,48,20,14
1357,0,49,21,15
1357,1,0,0,0
1358,0,41,20,14
1358,1,8,1,1
1359,0,18,10,3
1359,1,31,11,12
1360,0,28,14,7
1360,1,21,7,8
1361,0,49,21,15
1361,1,0,0,0
1362,0,49,21,15
1362,1,0,0,0
1363,0,46,19,14
1363,1,3,2,1
1364,0,47,21,15
1364,1,2,0,0
1365,0,30,17,7
1365,1,19,4,8
1366,0,35,18,8
1366,1,14,3,7
1367,0,45,20,15
1367,1,4,1,0
1368,0,26,19,9
1368,1,23,2,6
1369,0,40,19,9
1369,1,9,2,6
1370,0,38,19,10
1370,1,11,2,5
1371,0,43,20,14
1371,1,6,1,1
1372,0,4,2,0
1372,1,45,19,15
1373,0,14,7,3
1373,1,35,14,12
1374,0,39,21,11
1374,1,10,0,4
1375,0,47,20,15
1375,1,2,1,0
1376,0,29,16,6
1376,1,20,5,9
1377,0,36,17,9
1377,1,13,4,6
1378,0,9,4,1
1378,1,40,17,14
1379,0,49,21,15
1379,1,0,0,0
1380,0,33,18,7
1380,1,16,3,8
1381,0,16,12,3
1381,1,33,9,12
1382,0,43,21,11
1382,1,6,0,4
1383,0,18,11,3
1383,1,31,10,12
1384,0,46,20,14
1384,1,3,1,1
1385,0,11,4,2
1385,1,38,17,13
1386,0,44,19,13
1386,1,5,2,2
1387,0,21,16,6
1387,1,28,5,9
1388,0,27,17,5
1388,1,22,4,10
1389,0,44,18,9
1389,1,5,3,6
1390,0,42,20,10
1390,1,7,1,5
1391,0,45,21,12
1391,1,4,0,3
1392,0,29,17,6
1392,1,20,4,9
1393,0,41,20,9
1393,1,8,1,6
1394,0,35,19,10
1394,1,14,2,5
1395,0,40,16,7
1395,1,9,5,8
1396,0,47,20,14
1396,1,2,1,1
1397,0,36,19,8
1397,1,13,2,7
1398,0,45,21,15
1398,1,4,0,0
1399,0,19,13,4
1399,1,30,8,11
1400,0,17,6,2
1400,1,32,15,13
1401,0,46,19,14
1401,1,3,2,1
1402,0,21,13,2
1402,1,28,8,13
1403,0,25,16,8
1403,1,24,5,7
1404,0,12,6,3
1404,1,37,15,12
1405,0,41,17,13
1405,1,8,4,2
1406,0,44,20,13
1406,1,5,1,2
1407,0,42,21,13
1407,1,7,0,2
1408,0,38,19,10
1408,1,11,2,5
1409,0,9,6,2
1409,1,40,15,13
1410,0,21,11,5
1410,1,28,10,10
1411,0,36,18,10
1411,1,13,3,5
1412,0,30,17,5
1412,1,19,4,10
1413,0,44,19,14
1413,1,5,2,1
1414,0,49,21,15
1414,1,0,0,0
1415,0,32,18,9
1415,1,17,3,6
1416,0,24,14,3
1416,1,25,7,12
1417,0,7,3,0
1417,1,42,18,15
1418,0,39,18,9
1418,1,10,3,6
1419,0,15,10,4
1419,1,34,11,11
1420,0,49,21,15
1420,1,0,0,0
1421,0,49,21,15
1421,1,0,0,0
1422,0,40,21,10
1422,1,9,0,5
1423,0,8,6,5
1423,1,41,15,10
1424,0,42,20,9
1424,1,7,1,6
1425,0,29,18,10
1425,1,20,3,5
1426,0,44,20,13
1426,1,5,1,2
1427,0,30,17,9
1427,1,19,4,6
1428,0,33,19,6
1428,1,16,2,9
1429,0,43,21,10
1429,1,6,0,5
1430,0,48,21,15
1430,1,1,0,0
1431,0,19,10,6
1431,1,30,11,9
1432,0,43,19,13
1432,1,6,2,2
1433,0,23,17,6
1433,1,26,4,9
1434,0,49,21,15
1434,1,0,0,0
1435,0,1,1,0
1435,1,48,20,15
1436,0,23,17,5
1436,1,26,4,10
1437,0,39,19,14
1437,1,10,2,1
1438,0,15,7,2
1438,1,34,14,13
1439,0,11,12,2
1439,1,38,9,13
1440,0,49,21,15
1440,1,0,0,0
1441,0,49,19,14
1441,1,0,2,1
1442,0,25,12,7
1442,1,24,9,8
1443,0,46,19,15
1443,1,3,2,0
1444,0,5,4,2
1444,1,44,17,13
1445,0,47,19,15
1445,1,2,2,0
1446,0,39,18,11
1446,1,10,3,4
1447,0,6,3,4
1447,1,43,18,11
1448,0,6,3,2
1448,1,43,18,13
1449,0,8,3,0
1449,1,41,18,15
1450,0,4,7,2
1450,1,45,14,13
1451,0,42,16,8
1451,1,7,5,7
1452,0,28,13,9
1452,1,21,8,6
1453,0,13,7,3
1453,1,36,14,12
1454,0,41,19,12
1454,1,8,2,3
1455,0,49,21,15
1455,1,0,0,0
1456,0,49,21,15
1456,1,0,0,0
1457,0,14,5,4
1457,1,35,16,11
1458,0,46,19,14
1458,1,3,2,1
1459,0,36,15,10
1459,1,13,6,5
1460,0,6,2,2
1460,1,43,19,13
1461,0,28,17,9
1461,1,21,4,6
1462,0,47,20,15
1462,1,2,1,0
1463,0,30,17,7
1463,1,19,4,8
1464,0,19,12,4
1464,1,30,9,11
1465,0,38,18,11
1465,1,11,3,4
1466,0,46,21,14
1466,1,3,0,1
1467,0,25,17,9
1467,1,24,4,6
1468,0,27,18,8
1468,1,22,3,7
1469,0,9,5,2
1469,1,40,16,13
1470,0,41,19,12
1470,1,8,2,3
1471,0,2,1,2
1471,1,47,20,13
1472,0,33,18,11
1472,1,16,3,4
1473,0,48,20,15
1473,1,1,1,0
1474,0,37,17,11
1474,1,12,4,4
1475,0,31,12,9
1475,1,18,9,6
1476,0,48,20,13
1476,1,1,1,2
1477,0,3,1,0
1477,1,46,20,15
1478,0,5,1,3
1478,1,44,20,12
1479,0,49,21,15
1479,1,0,0,0
1480,0,25,13,7
1480,1,24,8,8
1481,0,47,21,14
1481,1,2,0,1
1482,0,17,11,4
1482,1,32,10,11
1483,0,27,17,4
1483,1,22,4,11
1484,0,4,2,4
1484,1,45,19,11
1485,0,41,18,14
1485,1,8,3,1
1486,0,37,18,12
1486,1,12,3,3
1487,0,26,10,4
1487,1,23,11,11
1488,0,22,16,5
1488,1,27,5,10
1489,0,14,7,4
1489,1,35,14,11
1490,0,43,20,14
1490,1,6,1,1
1491,0,35,13,10
1491,1,14,8,5
1492,0,19,12,6
1492,1,30,9,9
1493,0,48,21,15
1493,1,1,0,0
1494,0,20,15,5
1494,1,29,6,10
1495,0,22,11,8
1495,1,27,10,7
1496,0,43,19,11
1496,1,6,2,4
1497,0,16,11,3
1497,1,33,10,12
1498,0,15,11,4
1498,1,34,10,11
1499,0,36,17,8
1499,1,13,4,7
1500,0,5,3,2
1500,1,44,18,13
1501,0,7,5,3
1501,1,42,16,12
1502,0,30,19,11
1502,1,19,2,4
1503,0,25,15,5
1503,1,24,6,10
1504,0,36,18,11
1504,1,13,3,4
1505,0,2,0,1
1505,1,47,21,14
1506,0,48,21,15
1506,1,1,0,0
1507,0,14,10,5
1507,1,35,11,10
1508,0,45,20,15
1508,1,4,1,0
1509,0,19,10,5
1509,1,30,11,10
1510,0,31,16,6
1510,1,18,5,9
1511,0,30,16,9
1511,1,19,5,6
1512,0,45,20,12
1512,1,4,1,3
1513,0,46,21,14
1513,1,3,0,1
1514,0,26,12,5
1514,1,23,9,10
1515,0,44,19,15
1515,1,5,2,0
1516,0,13,9,3
1516,1,36,12,12
1517,0,43,21,12
1517,1,6,0,3
1518,0,36,19,10
1518,1,13,2,5
1519,0,31,18,10
1519,1,18,3,5
1520,0,18,13,4
1520,1,31,8,11
1521,0,30,18,7
1521,1,19,3,8
1522,0,31,17,8
1522,1,18,4,7
1523,0,24,15,7
1523,1,25,6,8
1524,0,5,3,2
1524,1,44,18,13
1525,0,25,17,6
1525,1,24,4,9
1526,0,35,19,8
1526,1,14,2,7
1527,0,17,14,7
1527,1,32,7,8
1528,0,34,20,9
1528,1,15,1,6
1529,0,30,18,9
1529,1,19,3,6
1530,0,12,6,2
1530,1,37,15,13
1531,0,10,4,1
1531,1,39,17,14
1532,0,35,19,6
1532,1,14,2,9
1533,0,32,16,10
1533,1,17,5,5
1534,0,11,7,3
1534,1,38,14,12
1535,0,21,14,6
1535,1,28,7,9
1536,0,49,21,15
1536,1,0,0,0
1537,0,30,17,6
1537,1,19,4,9
1538,0,47,20,15
1538,1,2,1,0
1539,0,14,9,3
1539,1,35,12,12
1540,0,3,3,3
1540,1,46,18,12
1541,0,43,19,15
1541,1,6,2,0
1542,0,7,4,2
1542,1,42,17,13
1543,0,17,11,6
1543,1,32,10,9
1544,0,47,21,15
1544,1,2,0,0
1545,0,24,14,9
1545,1,25,7,6
1546,0,35,18,10
1546,1,14,3,5
1547,0,17,11,4
1547,1,32,10,11
1548,0,46,21,13
1548,1,3,0,2
1549,0,18,14,3
1549,1,31,7,12
1550,0,44,19,14
1550,1,5,2,1
1551,0,2,2,0
1551,1,47,19,15
1552,0,14,13,4
1552,1,35,8,11
1553,0,41,18,12
1553,1,8,3,3
1554,0,45,19,13
1554,1,4,2,2
1555,0,11,7,5
1555,1,38,14,10
1556,0,31,18,8
1556,1,18,3,7
1557,0,25,14,8
1557,1,24,7,7
1558,0,5,2,2
1558,1,44,19,13
1559,0,15,5,4
1559,1,34,16,11
1560,0,22,13,7
1560,1,27,8,8
1561,0,19,13,3
1561,1,30,8,12
1562,0,1,1,1
1562,1,48,20,14
1563,0,25,10,7
1563,1,24,11,8
1564,0,9,3,1
1564,1,40,18,14
1565,0,8,7,1
1565,1,41,14,14
1566,0,48,20,15
1566,1,1,1,0
1567,0,48,21,14
1567,1,1,0,1
1568,0,17,5,5
1568,1,32,16,10
1569,0,28,14,7
1569,1,21,7,8
1570,0,46,20,14
1570,1,3,1,1
1571,0,18,13,5
1571,1,31,8,10
1572,0,29,16,6
1572,1,20,5,9
1573,0,19,10,3
1573,1,30,11,12
1574,0,2,0,2
1574,1,47,21,13
1575,0,41,19,11
1575,1,8,2,4
1576,0,6,5,2
1576,1,43,16,13
1577,0,1,0,1
1577,1,48,21,14
1578,0,4,4,2
1578,1,45,17,13
1579,0,8,2,0
1579,1,41,19,15
1580,0,18,11,3
1580,1,31,10,12
1581,0,20,15,5
1581,1,29,6,10
1582,0,42,20,8
1582,1,7,1,7
1583,0,22,7,11
1583,1,27,14,4
1584,0,17,11,6
1584,1,32,10,9
1585,0,2,0,1
1585,1,47,21,14
1586,0,27,18,8
1586,1,22,3,7
1587,0,31,18,10
1587,1,18,3,5
1588,0,25,17,7
1588,1,24,4,8
1589,0,6,3,2
1589,1,43,18,13
1590,0,3,3,1
1590,1,46,18,14
1591,0,39,17,11
1591,1,10,4,4
1592,0,48,21,15
1592,1,1,0,0
1593,0,22,12,4
1593,1,27,9,11
1594,0,19,11,4
1594,1,30,10,11
1595,0,7,5,2
1595,1,42,16,13
1596,0,45,19,12
1596,1,4,2,3
1597,0,11,6,1
1597,1,38,15,14
1598,0,21,18,5
1598,1,28,3,10
1599,0,43,19,13
1599,1,6,2,2
1600,0,42,19,15
1600,1,7,2,0
1601,0,16,4,4
1601,1,33,17,11
1602,0,27,17,10
1602,1,22,4,5
1603,0,5,4,0
1603,1,44,17,15
1604,0,35,18,11
1604,1,14,3,4
1605,0,44,21,13
1605,1,5,0,2
1606,0,19,10,2
1606,1,30,11,13
1607,0,28,19,8
1607,1,21,2,7
1608,0,41,19,10
1608,1,8,2,5
1609,0,14,9,3
1609,1,35,12,12
1610,0,48,20,15
1610,1,1,1,0
1611,0,26,15,7
1611,1,23,6,8
1612,0,9,5,1
1612,1,40,16,14
1613,0,28,13,7
1613,1,21,8,8
1614,0,16,9,6
1614,1,33,12,9
1615,0,28,15,9
1615,1,21,6,6
1616,0,48,21,14
1616,1,1,0,1
1617,0,23,10,3
1617,1,26,11,12
1618,0,47,21,14
1618,1,2,0,1
1619,0,32,13,11
1619,1,17,8,4
1620,0,6,5,1
1620,1,43,16,14
1621,0,18,9,6
1621,1,31,12,9
1622,0,45,18,15
1622,1,4,3,0
1623,0,34,18,11
1623,1,15,3,4
1624,0,37,19,11
1624,1,12,2,4
1625,0,3,2,2
1625,1,46,19,13
1626,0,28,16,7
1626,1,21,5,8
1627,0,34,18,10
1627,1,15,3,5
1628,0,11,8,1
1628,1,38,13,14
1629,0,25,15,6
1629,1,24,6,9
1630,0,22,12,2
1630,1,27,9,13
1631,0,32,18,13
1631,1,17,3,2
1632,0,16,7,4
1632,1,33,14,11
1633,0,25,16,5
1633,1,24,5,10
1634,0,32,18,7
1634,1,17,3,8
1635,0,18,11,5
1635,1,31,10,10
1636,0,10,10,1
1636,1,39,11,14
1637,0,24,14,6
1637,1,25,7,9
1638,0,46,20,15
1638,1,3,1,0
1639,0,4,3,0
1639,1,45,18,15
1640,0,27,17,8
1640,1,22,4,7
1641,0,11,9,4
1641,1,38,12,11
1642,0,17,8,0
1642,1,32,13,15
1643,0,12,5,2
1643,1,37,16,13
1644,0,26,15,5
1644,1,23,6,10
1645,0,33,16,13
1645,1,16,5,2
1646,0,26,18,10
1646,1,23,3,5
1647,0,29,18,9
1647,1,20,3,6
1648,0,17,11,1
1648,1,32,10,14
1649,0,18,14,4
1649,1,31,7,11
1650,0,39,18,9
1650,1,10,3,6
1651,0,4,2,1
1651,1,45,19,14
1652,0,49,21,15
1652,1,0,0,0
1653,0,24,17,7
1653,1,25,4,8
1654,0,12,9,0
1654,1,37,12,15
1655,0,28,18,5
1655,1,21,3,10
1656,0,3,0,0
1656,1,46,21,15
1657,0,13,7,3
1657,1,36,14,12
1658,0,24,15,5
1658,1,25,6,10
1659,0,47,21,14
1659,1,2,0,1
1660,0,4,1,1
1660,1,45,20,14
1661,0,13,5,3
1661,1,36,16,12
1662,0,35,12,12
1662,1,14,9,3
1663,0,21,13,3
1663,1,28,8,12
1664,0,16,13,3
1664,1,33,8,12
1665,0,14,9,6
1665,1,35,12,9
1666,0,20,15,6
1666,1,29,6,9
1667,0,21,16,5
1667,1,28,5,10
1668,0,0,0,1
1668,1,49,21,14
1669,0,20,12,5
1669,1,29,9,10
1670,0,40,20,11
1670,1,9,1,4
1671,0,11,5,2
1671,1,38,16,13
1672,0,45,20,15
1672,1,4,1,0
1673,0,19,13,2
1673,1,30,8,13
1674,0,42,21,12
1674,1,7,0,3
1675,0,30,16,5
1675,1,19,5,10
1676,0,3,2,0
1676,1,46,19,15
1677,0,20,13,4
1677,1,29,8,11
1678,0,5,2,1
1678,1,44,19,14
1679,0,38,19,10
1679,1,11,2,5
1680,0,19,13,6
1680,1,30,8,9
1681,0,2,0,1
1681,1,47,21,14
1682,0,20,13,4
1682,1,29,8,11
1683,0,49,21,15
1683,1,0,0,0
1684,0,40,17,11
1684,1,9,4,4
1685,0,26,15,7
1685,1,23,6,8
1686,0,30,15,6
1686,1,19,6,9
1687,0,27,17,8
1687,1,22,4,7
1688,0,31,16,7
1688,1,18,5,8
1689,0,1,0,0
1689,1,48,21,15
1690,0,13,10,6
1690,1,36,11,9
1691,0,30,20,8
1691,1,19,1,7
1692,0,45,21,11
1692,1,4,0,4
1693,0,34,17,10
1693,1,15,4,5
1694,0,10,6,2
1694,1,39,15,13
1695,0,3,4,1
1695,1,46,17,14
1696,0,9,6,1
1696,1,40,15,14
1697,0,25,9,8
1697,1,24,12,7
1698,0,48,21,15
1698,1,1,0,0
1699,0,32,20,8
1699,1,17,1,7
1700,0,36,18,13
1700,1,13,3,2
1701,0,1,0,0
1701,1,48,21,15
1702,0,23,16,6
1702,1,26,5,9
1703,0,48,21,14
1703,1,1,0,1
1704,0,35,19,13
1704,1,14,2,2
1705,0,43,20,10
1705,1,6,1,5
1706,0,28,13,6
1706,1,21,8,9
1707,0,12,11,2
1707,1,37,10,13
1708,0,5,0,2
1708,1,44,21,13
1709,0,18,11,3
1709,1,31,10,12
1710,0,4,4,0
1710,1,45,17,15
1711,0,0,0,1
1711,1,49,21,14
1712,0,4,3,2
1712,1,45,18,13
1713,0,36,18,10
1713,1,13,3,5
1714,0,37,18,10
1714,1,12,3,5
1715,0,3,3,1
1715,1,46,18,14
1716,0,12,7,2
1716,1,37,14,13
1717,0,3,1,1
1717,1,46,20,14
1718,0,29,14,9
1718,1,20,7,6
1719,0,38,18,8
1719,1,11,3,7
1720,0,33,15,9
1720,1,16,6,6
1721,0,34,16,9
1721,1,15,5,6
1722,0,24,11,6
1722,1,25,10,9
1723,0,49,21,15
1723,1,0,0,0
1724,0,7,4,2
1724,1,42,17,13
1725,0,12,7,2
1725,1,37,14,13
1726,0,22,9,6
1726,1,27,12,9
1727,0,25,16,9
1727,1,24,5,6
1728,0,7,7,5
1728,1,42,14,10
1729,0,30,17,8
1729,1,19,4,7
1730,0,28,19,9
1730,1,21,2,6
1731,0,40,20,12
1731,1,9,1,3
1732,0,36,18,8
1732,1,13,3,7
1733,0,47,20,15
1733,1,2,1,0
1734,0,34,19,8
1734,1,15,2,7
1735,0,7,1,2
1735,1,42,20,13
1736,0,19,11,4
1736,1,30,10,11
1737,0,3,2,1
1737,1,46,19,14
1738,0,3,2,1
1738,1,46,19,14
1739,0,2,0,0
1739,1,47,21,15
1740,0,18,8,5
1740,1,31,13,10
1741,0,8,5,3
1741,1,41,16,12
1742,0,6,5,1
1742,1,43,16,14
1743,0,43,20,10
1743,1,6,1,5
1744,0,25,15,6
1744,1,24,6,9
1745,0,41,18,11
1745,1,8,3,4
1746,0,8,5,2
1746,1,41,16,13
1747,0,24,11,5
1747,1,25,10,10
1748,0,1,1,1
1748,1,48,20,14
1749,0,16,8,3
1749,1,33,13,12
1750,0,7,3,2
1750,1,42,18,13
1751,0,11,4,1
1751,1,38,17,14
1752,0,1,1,3
1752,1,48,20,12
1753,0,42,17,13
1753,1,7,4,2
1754,0,19,7,3
1754,1,30,14,12
1755,0,24,12,5
1755,1,25,9,10
1756,0,14,10,3
1756,1,35,11,12
1757,0,13,7,2
1757,1,36,14,13
1758,0,29,16,7
1758,1,20,5,8
1759,0,10,4,4
1759,1,39,17,11
1760,0,30,13,10
1760,1,19,8,5
1761,0,26,15,4
1761,1,23,6,11
1762,0,38,18,14
1762,1,11,3,1
1763,0,1,2,1
1763,1,48,19,14
1764,0,32,20,9
1764,1,17,1,6
1765,0,36,18,8
1765,1,13,3,7
